accuracy,f1,precision,recall
0.8170731707317073,0.8179873893241432,0.8210942649967041,0.8170731707317073
0.8169014084507042,0.8172336437982736,0.8178918801133099,0.8169014084507042
0.8012422360248447,0.8008120244145088,0.80436716350951,0.8012422360248447
0.7633136094674556,0.7629649552726476,0.7645490604070486,0.7633136094674556
0.76,0.7610888194374433,0.7659695512820512,0.76
0.7988505747126436,0.8000003842304153,0.8054189368730269,0.7988505747126436
0.7641509433962265,0.7646768756426893,0.7686009255962977,0.7641509433962265
0.7861271676300579,0.7872473342189351,0.7972351369684159,0.7861271676300579
0.8037974683544303,0.8052081854355748,0.8097813578826236,0.8037974683544303
0.8161764705882353,0.8165676485031729,0.8177544990598979,0.8161764705882353
0.881578947368421,0.8817020461757302,0.8845727956254272,0.881578947368421
0.7983193277310925,0.798635351576528,0.7994031703590527,0.7983193277310925
0.7903225806451613,0.7909240021869874,0.7970517143624481,0.7903225806451613
0.8342857142857143,0.8364561172516545,0.8431032347933756,0.8342857142857143
0.115,0.12163461538461538,0.12908163265306125,0.115
0.15555555555555556,0.18057498057498056,0.21518518518518517,0.15555555555555556
0.1349206349206349,0.1430976430976431,0.15232974910394265,0.1349206349206349
0.10270270270270271,0.12236917768832661,0.15135135135135136,0.10270270270270271
0.16101694915254236,0.17890772128060264,0.20127118644067796,0.16101694915254236
0.14814814814814814,0.15478164731896077,0.16203703703703706,0.14814814814814814
0.1,0.10882352941176471,0.11935483870967743,0.1
0.13186813186813187,0.12362637362637363,0.11635423400129283,0.13186813186813187
0.1342281879194631,0.14093959731543623,0.14835747085835393,0.1342281879194631
0.13761467889908258,0.16218872870249015,0.1974471479856402,0.13761467889908258
0.08695652173913043,0.08537549407114625,0.08385093167701863,0.08695652173913043
0.1065989847715736,0.1174133745310086,0.13066972326838056,0.1065989847715736
0.14953271028037382,0.16242346116661296,0.17774642920119907,0.14953271028037382
0.1111111111111111,0.1349206349206349,0.17171717171717168,0.1111111111111111
0.13861386138613863,0.1464599290117691,0.15524752475247527,0.13861386138613863
0.1111111111111111,0.11743450767841013,0.12452107279693486,0.1111111111111111
0.06722689075630252,0.07765864966676325,0.0919224832790259,0.06722689075630252
0.10884353741496598,0.1153309005721494,0.12264060553798985,0.10884353741496598
0.059602649006622516,0.0636850222262542,0.06836774444877289,0.059602649006622516
0.10270270270270271,0.1070730304772858,0.11183183183183183,0.10270270270270271
0.11794871794871795,0.12088276565888507,0.1239665096807954,0.11794871794871795
0.09876543209876543,0.10421873816556844,0.11030944364277699,0.09876543209876543
0.10734463276836158,0.12857097258131442,0.1602610010344553,0.10734463276836158
0.1048951048951049,0.10563904180925458,0.10639360639360639,0.1048951048951049
0.07453416149068323,0.07790022039671408,0.08158469028034246,0.07453416149068323
0.13675213675213677,0.15120561462024876,0.16907536907536908,0.13675213675213677
0.12121212121212122,0.13506493506493508,0.15249266862170088,0.12121212121212122
0.1111111111111111,0.11728395061728394,0.12418300653594772,0.1111111111111111
0.07734806629834254,0.0807110257026183,0.08437970868910095,0.07734806629834254
0.15436241610738255,0.1572034421707086,0.1601510067114094,0.15436241610738255
0.16964285714285715,0.16964285714285715,0.16964285714285715,0.16964285714285715
0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
0.11320754716981132,0.12255495932144712,0.13358490566037737,0.11320754716981132
0.09497206703910614,0.10164577985807036,0.10932830973106404,0.09497206703910614
0.12686567164179105,0.1313015342866089,0.13605883625351503,0.12686567164179105
0.11049723756906077,0.13190246160076363,0.16359331276458347,0.11049723756906077
0.10982658959537572,0.11427044004143139,0.11908907305522669,0.10982658959537572
0.14285714285714285,0.14585414585414586,0.1489795918367347,0.14285714285714285
0.08661417322834646,0.09534273332112556,0.10602769481401031,0.08661417322834646
0.12987012987012986,0.142696809363476,0.15833481586906245,0.12987012987012986
0.11594202898550725,0.12161751292186075,0.1278772378516624,0.11594202898550725
0.17006802721088435,0.1839729602532837,0.20035411424843907,0.17006802721088435
0.11428571428571428,0.12389853137516689,0.13527696793002916,0.11428571428571428
0.14102564102564102,0.1452991452991453,0.1498397435897436,0.14102564102564105
0.12949640287769784,0.14699591678008947,0.16996402877697842,0.12949640287769784
0.07079646017699115,0.0809102402022756,0.0943952802359882,0.07079646017699115
0.08241758241758242,0.08889986418076307,0.09648887697668186,0.08241758241758242
0.10273972602739725,0.1069619065490711,0.11154598825831702,0.10273972602739725
0.06896551724137931,0.0727734292363021,0.07702642185400806,0.06896551724137931
0.09550561797752809,0.10428180989978744,0.11483413590155163,0.09550561797752809
0.10365853658536585,0.10960074568898555,0.11626565589980224,0.10365853658536585
0.10126582278481013,0.11751836224410063,0.13998510796723754,0.10126582278481013
0.1171875,0.13955152671755724,0.17246462264150944,0.1171875
0.11398963730569948,0.12151179611267458,0.13009686866411355,0.11398963730569948
0.1320754716981132,0.14408233276157803,0.15849056603773587,0.1320754716981132
0.11764705882352941,0.13445378151260504,0.15686274509803919,0.11764705882352941
0.12021857923497267,0.1270704153571732,0.13475049540623313,0.12021857923497267
0.1171875,0.11809593023255814,0.1190185546875,0.1171875
0.056451612903225805,0.0683111954459203,0.08647906657515443,0.056451612903225805
0.12380952380952381,0.12839506172839504,0.13333333333333333,0.12380952380952381
0.13157894736842105,0.12430573922242792,0.11779448621553884,0.13157894736842105
0.125,0.12980769230769232,0.135,0.125
0.1337579617834395,0.15698539227277927,0.18997507615618944,0.1337579617834395
0.12432432432432433,0.13037253469685903,0.13703931203931202,0.12432432432432433
0.14720812182741116,0.1754894851341552,0.21722174074532621,0.14720812182741116
0.11734693877551021,0.13600209314495026,0.16170980587356895,0.11734693877551021
0.09174311926605505,0.10703363914373089,0.12844036697247707,0.09174311926605505
