accuracy,f1,precision,recall
0.8,0.8000909849116689,0.8003030303030303,0.8
0.8418079096045198,0.8419594345953201,0.8474937506321616,0.8418079096045198
0.7435897435897436,0.7456247456247456,0.7632928475033738,0.7435897435897436
0.7743589743589744,0.7741096866096867,0.7819007082946028,0.7743589743589744
0.75,0.7504866969500325,0.7776315789473686,0.75
0.18324607329842932,0.1910622565196893,0.19957493131512102,0.18324607329842932
0.18848167539267016,0.175331791062949,0.1638971090371045,0.18848167539267016
0.12162162162162163,0.12629937629937632,0.13135135135135134,0.12162162162162163
0.1724137931034483,0.164576802507837,0.15742128935532235,0.1724137931034483
0.08383233532934131,0.0848185980979218,0.08582834331337325,0.08383233532934133
0.12429378531073447,0.12628780325689598,0.12834684352738887,0.12429378531073447
0.1638418079096045,0.17357498461710574,0.18453761522450193,0.1638418079096045
0.16666666666666666,0.18039215686274512,0.19658119658119658,0.16666666666666666
0.14814814814814814,0.13897082923631596,0.1308641975308642,0.14814814814814814
0.19047619047619047,0.16686343959071231,0.1484593837535014,0.19047619047619047
0.18404907975460122,0.19684393556641844,0.21155066638459913,0.18404907975460122
0.1870967741935484,0.18501792114695342,0.18298475717830556,0.1870967741935484
0.16260162601626016,0.14694369165913881,0.13403647549989015,0.16260162601626016
0.2094240837696335,0.21038917171327237,0.21136319565638936,0.2094240837696335
0.14285714285714285,0.16126205083260298,0.1851106639839034,0.14285714285714285
0.10497237569060773,0.1061133797742013,0.1072794608706211,0.10497237569060773
0.1507537688442211,0.16497582250877027,0.18216080402010051,0.15075376884422112
0.1259259259259259,0.13641975308641976,0.14882154882154883,0.1259259259259259
0.1678832116788321,0.1448404179189924,0.12735967782532093,0.1678832116788321
0.12578616352201258,0.1399278032079193,0.15765199161425578,0.12578616352201258
0.1881720430107527,0.18192936859807368,0.1760875998816218,0.1881720430107527
0.16428571428571428,0.17998180163785257,0.19899396378269618,0.16428571428571426
0.16822429906542055,0.17107555837161414,0.17402513696422817,0.16822429906542055
0.16,0.16695652173913045,0.17454545454545453,0.16
0.1826086956521739,0.15054762694988383,0.12806324110671935,0.1826086956521739
0.2,0.19199999999999998,0.1846153846153846,0.2
