accuracy,f1,precision,recall
0.7522935779816514,0.7539247388864577,0.7770499531669675,0.7522935779816514
0.6691176470588235,0.6704611680631324,0.6881834925751122,0.6691176470588235
0.7037037037037037,0.7015368203487016,0.7155103821770489,0.7037037037037037
0.6643356643356644,0.6688644688644688,0.6899000842662815,0.6643356643356644
0.6690647482014388,0.6705071808057912,0.6819320662872687,0.6690647482014388
0.20535714285714285,0.19573102678571427,0.18696695095948826,0.20535714285714285
0.1878453038674033,0.18592851505242983,0.18405044924381941,0.1878453038674033
0.23333333333333334,0.236078431372549,0.2388888888888889,0.23333333333333334
0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.20512820512820512,0.23076923076923078,0.2637362637362637,0.20512820512820512
0.20833333333333334,0.19248188405797104,0.17887205387205388,0.20833333333333334
0.17687074829931973,0.16802721088435374,0.16002591512795594,0.17687074829931973
0.17123287671232876,0.18659992975061468,0.20499710592321047,0.17123287671232876
0.15,0.14634146341463414,0.14285714285714285,0.15
0.18292682926829268,0.19008039242403596,0.19781622234826998,0.18292682926829268
0.2159090909090909,0.23234886940470698,0.2514985014985015,0.2159090909090909
0.189873417721519,0.21265822784810126,0.2416570771001151,0.189873417721519
0.193717277486911,0.2040114323292106,0.2154610535313602,0.193717277486911
0.19148936170212766,0.19148936170212766,0.19148936170212766,0.19148936170212766
0.23741007194244604,0.23281503829194708,0.22839449959020125,0.23741007194244604
0.28205128205128205,0.29585798816568054,0.31108597285067874,0.28205128205128205
0.176056338028169,0.16679021497405486,0.15845070422535212,0.176056338028169
0.22131147540983606,0.22131147540983606,0.22131147540983606,0.22131147540983606
0.1951219512195122,0.20103473762010346,0.2073170731707317,0.1951219512195122
0.2011173184357542,0.20721178263077705,0.21368715083798884,0.2011173184357542
0.16071428571428573,0.1593637454981993,0.15803571428571428,0.16071428571428573
0.2147239263803681,0.20292590844738087,0.1923568507157464,0.2147239263803681
0.19672131147540983,0.20580075662042877,0.21575885774722367,0.19672131147540983
0.1951219512195122,0.18440096488876978,0.17479674796747965,0.1951219512195122
0.1875,0.18629032258064515,0.18509615384615385,0.1875
0.19696969696969696,0.20244107744107742,0.20822510822510823,0.19696969696969696
0.21153846153846154,0.22369584438549955,0.2373358348968105,0.21153846153846154
0.22818791946308725,0.22281879194630874,0.21769652086708327,0.22818791946308725
0.16216216216216217,0.16424116424116425,0.16637416637416635,0.16216216216216217
0.1794871794871795,0.18397435897435896,0.18869165023011175,0.17948717948717952
0.16,0.16262295081967215,0.16533333333333333,0.16
0.17985611510791366,0.16786570743405274,0.15737410071942445,0.17985611510791366
0.18235294117647058,0.18333863275039747,0.18433503836317136,0.18235294117647058
0.20422535211267606,0.18354430379746836,0.16666666666666666,0.20422535211267606
0.23684210526315788,0.2357606344628695,0.23468899521531103,0.23684210526315788
0.20666666666666667,0.1942168674698795,0.1831818181818182,0.20666666666666664
0.18699186991869918,0.16871446909957818,0.1536919478783829,0.18699186991869918
0.2,0.2,0.2,0.2
0.1910828025477707,0.17412279048731769,0.15992799778454722,0.1910828025477707
0.21323529411764705,0.21730985387785684,0.2215431627196333,0.21323529411764705
0.1962025316455696,0.2198413908799756,0.2499566499046298,0.1962025316455696
0.14189189189189189,0.1544401544401544,0.16942315449778136,0.14189189189189189
0.16568047337278108,0.17554240631163706,0.18665268519212044,0.16568047337278108
0.13559322033898305,0.13996719518862766,0.14463276836158193,0.13559322033898305
0.2154696132596685,0.22093838516981237,0.22669198895027623,0.2154696132596685
0.2625,0.27692307692307694,0.2930232558139535,0.2625
0.1875,0.20625,0.22916666666666669,0.1875
0.20725388601036268,0.23551577955723033,0.2727024815925825,0.20725388601036268
0.17857142857142858,0.19185360094451004,0.2072704081632653,0.17857142857142858
0.25,0.2377049180327869,0.2265625,0.25
0.19594594594594594,0.198365031698365,0.20084459459459458,0.19594594594594594
0.19852941176470587,0.21935417523652817,0.24505974264705882,0.19852941176470587
0.18181818181818182,0.19776714513556617,0.2167832167832168,0.18181818181818182
0.23684210526315788,0.24545454545454548,0.25471698113207547,0.23684210526315788
0.16393442622950818,0.1795472287275566,0.1984469370146678,0.16393442622950818
0.20512820512820512,0.21005128205128207,0.21521647751155948,0.20512820512820512
0.22413793103448276,0.218925421010425,0.21394984326018807,0.22413793103448276
0.23076923076923078,0.21938599517074853,0.20907297830374755,0.23076923076923078
0.16037735849056603,0.15464959568733153,0.149316851008458,0.16037735849056603
0.18181818181818182,0.16842105263157894,0.1568627450980392,0.18181818181818182
0.1864406779661017,0.21350464734827776,0.24976015350175887,0.1864406779661017
0.23626373626373626,0.22951334379905808,0.22313797313797312,0.23626373626373626
0.17532467532467533,0.17532467532467533,0.17532467532467533,0.17532467532467533
0.1935483870967742,0.19907834101382488,0.2049335863377609,0.1935483870967742
0.1386861313868613,0.14172305397197504,0.14489595816537748,0.1386861313868613
0.18902439024390244,0.20406042128603105,0.22169527250828064,0.18902439024390244
0.19333333333333333,0.19333333333333333,0.19333333333333333,0.19333333333333333
0.1893939393939394,0.20562770562770563,0.22490530303030304,0.1893939393939394
0.1751412429378531,0.17694682276195467,0.17879001883239173,0.1751412429378531
0.15789473684210525,0.15004361733061936,0.14293628808864267,0.15789473684210525
0.18562874251497005,0.19716499204979868,0.21023014212538776,0.18562874251497005
0.1858974358974359,0.19146322739137112,0.19737258626147516,0.1858974358974359
0.21008403361344538,0.20685197155785393,0.20371785077667431,0.21008403361344538
0.18285714285714286,0.16691575091575092,0.1535309973045822,0.18285714285714286
0.18674698795180722,0.2140019537609899,0.25057190788470335,0.18674698795180722
