accuracy,f1,precision,recall
0.6666666666666666,0.6666666666666666,0.7090081507356832,0.6666666666666666
0.6616161616161617,0.6581002824364635,0.6800602175602176,0.6616161616161617
0.6697247706422018,0.6660175997004306,0.6790348546269177,0.6697247706422018
0.6396396396396397,0.6402831402831404,0.6930930930930931,0.6396396396396397
0.7746478873239436,0.7762623502207273,0.8029011388907609,0.7746478873239436
0.6642857142857143,0.6624827374558846,0.676235315218366,0.6642857142857143
0.7704918032786885,0.773504216033029,0.7913441564455735,0.7704918032786885
0.6685393258426966,0.6658824316766858,0.6862147551409794,0.6685393258426966
0.6717557251908397,0.6761807989383402,0.722468409022297,0.6717557251908397
0.6666666666666666,0.664367816091954,0.673721340388007,0.6666666666666666
0.744,0.7385142857142857,0.7826666666666666,0.744
0.7,0.6985576923076923,0.7177339901477834,0.7
0.6756756756756757,0.6652187902187903,0.7377565535460272,0.6756756756756757
0.6633165829145728,0.6590722068852332,0.6884798403657139,0.6633165829145728
0.695364238410596,0.6951237364935517,0.714955554768566,0.695364238410596
0.665,0.6677334237151967,0.6913197511039744,0.665
0.7417218543046358,0.7421299303742006,0.747814011263163,0.7417218543046358
0.6854838709677419,0.685831628638867,0.7123954599761051,0.6854838709677419
0.7668393782383419,0.765557481813618,0.7764005633334585,0.7668393782383419
0.7022900763358778,0.7015599264501031,0.7048687482928652,0.7022900763358778
0.6698113207547169,0.6658857737501919,0.7072898799313894,0.6698113207547169
0.7486338797814208,0.7491294043911706,0.7715105376991118,0.7486338797814208
0.7025316455696202,0.6980225452457837,0.7305689376060541,0.7025316455696202
0.6887755102040817,0.6884757495344876,0.7391605782202527,0.6887755102040817
0.6186440677966102,0.6248425135631177,0.6877774636290136,0.6186440677966102
0.7674418604651163,0.7598422947260157,0.8336770999845304,0.7674418604651163
0.8373983739837398,0.8364449529356701,0.8427186005337843,0.8373983739837398
0.7235294117647059,0.7202030873378122,0.7444621554915672,0.7235294117647059
0.5793650793650794,0.5837703324215542,0.6045557357032767,0.5793650793650794
0.6556291390728477,0.65126387463856,0.7098133654425045,0.6556291390728477
0.6228571428571429,0.6177057300461555,0.6564875124875125,0.6228571428571429
0.6491228070175439,0.6371610845295056,0.6887089518668466,0.6491228070175439
0.25688073394495414,0.2408256880733945,0.2266594711279007,0.25688073394495414
0.2803738317757009,0.258121940364931,0.23914238592633313,0.28037383177570097
0.297029702970297,0.32624573932803114,0.3618361836183618,0.297029702970297
0.2,0.203921568627451,0.208,0.2
