cpu,memory
4.9,44.7
4.1,44.6
2.9,44.6
3.6,44.8
4.7,44.7
4.4,44.2
3.9,44.4
4.5,44.6
4.4,44.8
4.6,44.5
4.4,44.3
4.3,44.5
2.6,44.4
3.6,44.3
4.7,44.1
4.0,44.3
3.9,44.5
3.8,44.5
3.9,44.7
3.5,44.6
4.4,44.2
5.9,45.3
5.7,45.2
4.3,45.2
5.2,44.5
4.0,45.0
4.4,45.2
2.8,45.1
5.3,44.6
5.1,44.8
4.1,45.3
3.3,45.0
3.7,45.0
4.3,45.0
4.8,44.9
3.1,45.2
3.7,44.9
4.7,44.5
3.3,44.5
2.4,44.8
4.4,45.4
4.6,44.8
4.6,44.6
3.8,44.8
5.3,45.2
4.6,44.8
4.1,44.9
6.2,44.9
4.2,45.0
3.8,44.8
4.2,44.8
3.2,44.6
5.1,44.8
4.0,44.4
4.1,44.7
4.7,44.7
4.3,44.3
5.0,44.9
4.1,44.7
5.1,44.6
3.0,44.3
5.0,44.9
5.0,44.8
4.1,44.8
3.8,44.8
3.5,44.5
4.2,44.8
3.9,44.6
3.9,44.5
4.7,44.8
4.3,44.9
5.1,44.4
3.8,44.3
4.7,44.5
5.2,44.2
2.9,44.6
4.2,44.2
4.3,44.4
4.6,44.4
4.5,44.2
4.1,44.1
4.2,44.8
4.4,44.4
5.6,44.4
3.4,44.3
3.9,44.4
3.5,44.9
4.1,44.5
4.5,44.5
4.1,45.3
3.0,44.5
2.3,44.4
3.0,44.6
3.6,45.3
3.3,44.3
2.7,44.1
3.8,45.3
4.6,44.8
3.6,44.4
3.9,44.4
3.5,44.7
3.9,44.6
3.4,44.5
4.2,44.1
5.1,44.6
3.9,45.2
4.2,44.3
5.1,44.6
3.7,44.1
3.9,45.0
2.9,44.8
3.6,44.2
4.3,45.1
2.4,45.2
4.2,44.6
3.0,44.7
2.7,44.6
4.4,44.6
3.9,45.2
4.5,44.9
3.6,44.1
6.0,44.2
4.5,44.9
5.3,44.8
4.5,44.2
4.8,44.6
4.0,45.0
3.2,44.9
4.3,44.2
4.0,44.1
5.1,44.8
3.8,44.8
3.4,44.2
5.2,44.4
3.7,44.5
3.8,44.7
4.1,44.6
4.5,44.3
5.1,44.2
4.8,44.5
3.7,44.9
4.9,44.2
4.4,44.7
5.3,44.5
5.1,44.6
3.0,44.3
3.9,44.5
4.7,44.7
3.4,44.8
4.7,44.6
6.5,44.6
5.5,44.6
4.6,44.6
5.3,44.5
3.9,44.6
3.5,44.5
3.8,44.5
3.3,44.2
4.1,44.6
4.0,44.5
4.3,44.7
3.6,44.4
3.7,45.1
4.6,44.3
5.4,44.7
2.1,44.6
2.9,45.1
1.9,45.1
3.4,44.2
4.1,45.6
4.3,44.7
3.9,44.5
3.8,44.7
4.6,45.2
3.4,44.8
3.7,44.3
3.3,44.6
4.0,45.1
2.9,44.7
4.1,44.2
4.9,44.6
2.9,45.0
2.1,45.2
4.2,44.3
4.2,45.5
4.0,44.5
3.7,44.4
3.0,44.2
4.6,46.3
3.7,44.8
3.4,44.4
3.0,45.8
3.0,45.1
3.0,44.4
3.4,45.1
1.9,44.9
3.5,44.4
4.4,44.4
2.7,46.3
4.0,44.6
3.9,44.4
2.2,45.8
3.8,45.0
2.5,44.7
4.0,45.2
3.7,45.2
3.3,44.7
3.9,44.5
2.4,46.2
3.1,44.4
4.9,44.4
2.8,45.6
2.6,44.6
4.4,44.5
5.0,44.7
4.5,44.9
3.1,44.7
4.5,44.4
4.6,44.4
4.8,45.0
5.8,45.3
7.1,45.3
4.3,45.1
3.6,45.0
4.3,45.4
4.0,45.4
5.0,44.6
4.1,44.6
3.2,45.1
2.8,44.9
4.3,44.9
4.4,45.0
4.2,44.9
3.8,45.1
3.8,45.0
3.9,44.9
3.4,44.9
3.7,44.8
4.1,45.1
4.3,44.9
4.5,45.2
4.6,44.7
3.6,45.0
6.0,45.1
4.2,44.9
5.7,44.6
4.6,45.3
4.3,45.4
4.7,45.0
4.7,44.8
3.0,45.2
2.8,45.2
2.5,45.1
4.3,44.6
3.7,46.0
3.1,45.2
2.5,45.1
3.7,44.6
3.6,45.3
3.6,45.1
3.8,44.6
1.9,44.8
2.9,45.4
4.1,44.8
3.1,44.6
4.3,45.4
4.9,45.5
4.9,45.5
3.3,44.7
5.9,45.4
4.6,45.0
3.2,45.1
4.6,45.2
4.2,44.6
2.7,45.1
4.8,45.5
3.4,45.4
4.5,45.1
3.3,44.9
3.7,44.8
4.0,44.8
3.9,44.6
3.8,44.9
3.8,44.9
4.3,44.8
3.9,44.7
4.3,45.0
3.3,44.6
3.7,44.6
4.1,44.7
2.6,44.7
4.4,44.6
4.9,44.9
3.5,44.9
3.6,44.7
4.0,44.8
3.5,44.8
3.5,44.8
3.0,44.6
4.5,45.2
3.4,45.2
6.0,45.2
4.1,45.1
4.3,45.1
4.3,44.7
4.7,45.1
4.6,45.7
3.5,45.1
4.0,45.0
4.4,44.9
4.2,45.3
3.7,45.1
4.5,45.0
4.4,44.9
4.2,44.9
3.0,45.1
4.3,45.2
3.7,45.1
4.5,45.2
4.1,45.5
5.6,45.7
5.4,45.0
5.1,45.3
3.9,45.5
4.1,45.5
4.0,45.2
5.7,45.7
3.8,45.2
4.4,45.5
5.2,45.7
4.1,45.3
4.8,45.1
4.3,45.3
5.3,44.9
3.9,45.4
4.0,45.1
3.9,45.2
4.5,45.5
4.7,45.1
3.6,45.1
2.3,45.3
3.3,45.3
4.2,45.4
6.0,45.3
5.1,45.3
3.8,45.5
5.0,44.9
4.0,45.5
3.5,45.1
6.2,45.0
5.1,45.2
4.2,45.1
5.0,45.2
3.9,45.4
4.0,45.4
3.3,45.1
4.1,44.7
4.0,45.1
5.0,45.2
5.0,45.0
5.1,45.0
5.0,44.9
4.1,45.0
3.1,45.0
6.4,44.9
3.2,44.9
4.6,45.4
4.2,44.9
3.9,44.9
5.5,44.9
4.3,45.3
3.7,45.0
4.6,45.0
4.2,44.8
3.5,45.0
4.1,44.9
3.6,44.9
6.6,45.0
4.1,45.0
6.0,44.9
4.5,45.1
3.7,45.1
4.0,44.8
3.2,44.8
4.1,45.2
4.1,44.8
3.8,44.8
3.3,45.3
4.3,44.8
4.5,44.9
4.9,44.8
4.4,44.8
4.8,44.5
4.2,45.0
4.0,44.8
3.5,45.1
5.3,45.1
4.3,45.0
3.5,45.0
3.0,44.9
3.9,45.7
4.4,45.5
3.3,45.1
3.6,44.6
3.6,45.1
3.8,44.9
4.8,45.2
3.3,45.0
4.6,44.6
3.5,44.5
4.4,45.8
3.4,44.9
3.9,44.9
5.1,44.9
4.0,45.1
4.1,45.6
3.0,44.5
4.9,44.5
3.8,45.7
3.5,45.3
4.2,44.9
4.1,44.5
2.8,45.4
4.7,45.2
3.8,44.6
4.1,45.1
3.3,44.9
4.1,45.1
4.3,45.2
4.8,44.6
4.2,44.9
4.7,45.0
2.9,44.8
4.0,45.0
4.5,44.8
2.6,44.8
3.7,44.8
3.2,44.8
3.7,45.0
3.5,45.0
4.0,44.9
3.2,44.8
4.9,44.6
4.4,45.0
3.7,44.9
5.7,44.9
5.9,44.9
5.2,45.0
3.8,45.0
4.9,44.7
4.4,44.6
5.2,45.3
4.3,44.7
5.0,45.1
3.3,45.2
4.0,45.2
4.3,45.2
6.2,44.8
4.4,44.8
5.6,45.0
4.2,45.0
4.7,45.1
2.3,45.0
4.9,45.1
3.4,45.1
3.4,45.1
3.2,44.7
3.4,44.7
3.6,45.1
3.3,45.0
3.7,44.9
3.8,45.1
4.7,45.1
3.2,44.9
3.9,44.7
3.4,44.7
5.9,45.3
5.4,45.0
5.5,45.5
4.7,44.9
3.7,44.9
5.1,45.3
3.0,45.0
3.6,44.7
5.1,44.7
3.9,45.1
4.6,44.9
5.8,44.9
5.1,45.0
5.9,45.1
4.1,45.1
