cpu,memory
1.1,40.7
1.5,40.7
1.9,40.7
1.6,40.8
2.1,40.9
3.6,41.3
9.9,40.9
4.3,41.3
6.9,44.8
8.9,47.9
10.0,51.5
12.2,59.3
8.1,58.7
9.4,62.2
9.3,68.7
9.6,85.9
33.9,90.3
2.9,90.0
8.4,67.3
13.5,66.4
9.1,64.9
8.3,63.7
8.2,63.6
5.8,63.1
4.8,62.7
6.6,62.3
6.2,61.9
15.0,62.8
4.9,62.2
6.8,37.3
13.3,39.2
7.5,41.4
9.0,43.6
9.3,46.3
9.8,48.8
11.2,50.5
7.4,53.4
42.6,89.7
3.4,89.9
12.1,45.4
12.2,46.6
9.4,46.6
10.9,46.5
10.6,48.5
12.8,48.0
10.2,47.9
10.8,47.7
10.8,47.6
8.6,49.2
10.6,27.2
10.7,30.6
9.2,34.1
9.7,37.6
9.0,41.3
8.9,44.8
9.5,48.8
10.3,65.5
45.5,92.8
7.9,70.8
11.5,48.9
8.6,48.9
9.5,49.0
12.0,49.1
11.2,49.6
10.9,50.0
12.5,51.1
9.3,29.2
6.4,33.5
7.8,37.0
7.6,41.1
6.4,44.5
6.4,48.1
9.2,50.2
45.6,93.6
7.5,93.8
9.0,49.0
7.8,49.0
8.7,49.1
8.4,49.0
9.4,49.0
8.6,49.0
6.5,49.0
12.2,50.7
2.3,27.1
11.7,30.4
5.8,33.9
6.9,37.7
5.9,41.3
7.1,44.8
6.0,48.1
5.2,55.5
45.8,95.4
5.9,94.5
11.2,49.9
11.2,49.8
8.5,50.0
9.4,49.9
10.2,49.9
11.5,50.5
11.1,49.9
10.2,50.1
7.7,27.8
12.8,30.7
10.0,34.3
9.8,37.9
10.2,41.6
10.9,45.0
9.5,48.6
10.8,50.5
6.4,54.5
6.3,59.0
5.8,63.0
6.4,67.1
9.1,71.4
4.7,75.6
9.7,80.1
6.9,87.5
6.6,93.7
10.6,94.8
75.1,95.4
42.4,94.9
38.0,94.9
50.5,94.9
60.9,94.9
37.7,94.9
31.9,94.9
43.2,95.1
50.6,94.9
48.9,94.9
40.1,94.9
30.9,94.9
31.8,94.9
29.1,94.9
17.8,94.9
76.6,94.8
78.3,94.8
69.4,94.8
76.2,94.8
62.4,94.8
15.8,94.8
6.8,72.5
12.6,72.5
